n2,h1,blanks,calculated_length,lloc,multi_comments,difficulty,h2,scloc,smell_type,time,comments,bugs,volume,vocabulary,single_comments,loc,n1,effort,length,avg_params,avg_complexity,avg_func_length,max_func_length,maintainability_index
82,3,17,251.8882768,31,0,2.733333333,45,31,LongMethod,104.3146885,0,0.228983463,686.9503876,48,0,48,41,1877.664393,123,0,0,0,0,0
14,4,2,51.01955001,14,0,2.333333333,12,16,LongMethod,10.88888889,0,0.028,84.0,16,0,18,7,196.0,21,0,0,0,0,0
17,8,3,72.10571634,25,4,5.230769231,13,24,LongMethod,33.18639831,0,0.038066751,114.200253,21,0,31,9,597.3551695,26,0,0,0,0,0
2,1,1,2.0,10,0,0.5,2,10,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,11,1,2.377443751,3,0,0,0,0,0
7,4,2,23.509775,13,0,2.333333333,6,12,LongMethod,4.736823395,0,0.012180403,36.54120904,10,1,15,4,85.2628211,11,0,0,0,0,0
34,8,8,158.6059378,49,0,4.857142857,28,51,LongMethod,72.54307462,5,0.089612033,268.8361001,36,1,60,18,1305.775343,52,0,0,0,0,0
6,1,5,8.0,19,0,0.75,4,15,LongMethod,0.870723036,1,0.006965784,20.89735285,5,0,20,3,15.67301464,9,0,0,0,0,0
30,4,2,118.0391,23,2,2.5,24,20,LongMethod,32.04903281,0,0.076917679,230.7530363,28,0,24,18,576.8825906,48,0,0,0,0,0
23,5,5,109.7171361,15,3,2.613636364,22,14,LongMethod,23.47425522,0,0.053888725,161.6661751,27,0,22,11,422.5365939,34,0,0,0,0,0
4,2,3,6.754887502,18,0,1.333333333,3,17,LongMethod,1.031968042,0,0.004643856,13.93156857,5,1,21,2,18.57542476,6,0,0,0,0,0
4,2,2,6.754887502,19,0,1.333333333,3,18,LongMethod,1.031968042,0,0.004643856,13.93156857,5,1,21,2,18.57542476,6,0,0,0,0,0
2,1,2,2.0,6,0,0.5,2,6,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,8,1,2.377443751,3,0,0,0,0,0
8,4,2,27.65148445,9,0,2.285714286,7,11,LongMethod,5.271514847,2,0.013837726,41.51317942,11,2,15,4,94.88726725,12,0,0,0,0,0
6,4,2,23.509775,9,0,2.0,6,10,LongMethod,3.691031217,4,0.011073094,33.21928095,10,5,17,4,66.4385619,10,0,0,0,0,0
8,4,1,27.65148445,7,0,2.285714286,7,7,LongMethod,5.271514847,2,0.013837726,41.51317942,11,2,10,4,94.88726725,12,0,0,0,0,0
3,2,2,6.754887502,11,0,1.0,3,9,LongMethod,0.644980026,0,0.00386988,11.60964047,5,0,11,2,11.60964047,5,0,0,0,0,0
304,17,177,2221.692682,706,430,9.677902622,267,737,LongMethod,2055.065738,22,1.274077133,3822.231399,284,19,1363,165,36991.18328,469,0,0,0,0,0
1,1,2,0.0,7,0,0.5,1,6,LongMethod,0.055555556,2,0.000666667,2.0,2,2,10,1,1.0,2,0,0,0,0,0
4,1,8,4.754887502,34,17,0.666666667,3,29,LongMethod,0.444444444,0,0.004,12.0,4,0,54,2,8.0,6,0,0,0,0,0
9,3,5,24.40637196,12,0,1.928571429,7,13,LongMethod,5.33881301,0,0.01660964,49.82892142,10,0,18,6,96.09863417,15,0,0,0,0,0
1,1,4,0.0,7,0,0.5,1,7,LongMethod,0.055555556,0,0.000666667,2.0,2,0,11,1,1.0,2,0,0,0,0,0
10,5,9,44.82892142,28,0,2.5,10,28,LongMethod,8.681979101,3,0.02083675,62.51024953,15,3,40,6,156.2756238,16,0,0,0,0,0
19,5,8,86.6682905,21,0,2.638888889,18,23,LongMethod,19.89529564,10,0.04523562,135.7068587,23,10,41,11,358.1153215,30,0,0,0,0,0
2,1,1,2.0,13,0,0.5,2,13,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,14,1,2.377443751,3,0,0,0,0,0
18,4,15,72.0,47,18,2.25,16,58,LongMethod,14.58650732,8,0.038897353,116.6920586,20,7,98,9,262.5571318,27,0,0,0,0,0
16,4,4,61.30296891,17,0,2.285714286,14,17,LongMethod,12.70834286,3,0.0333594,100.0782,18,4,25,8,228.7501715,24,0,0,0,0,0
2,1,3,2.0,10,0,0.5,2,18,LongMethod,0.132080208,0,0.001584963,4.754887502,3,1,22,1,2.377443751,3,0,0,0,0,0
2,1,1,2.0,17,2,0.5,2,16,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,19,1,2.377443751,3,0,0,0,0,0
2,1,3,2.0,8,0,0.5,2,10,LongMethod,0.132080208,1,0.001584963,4.754887502,3,1,14,1,2.377443751,3,0,0,0,0,0
2,1,5,2.0,9,0,0.5,2,30,LongMethod,0.132080208,1,0.001584963,4.754887502,3,0,35,1,2.377443751,3,0,0,0,0,0
6,2,2,17.509775,6,0,1.0,6,6,LongMethod,1.5,2,0.009,27.0,8,2,10,3,27.0,9,0,0,0,0,0
2,1,0,2.0,7,0,0.5,2,7,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,7,1,2.377443751,3,0,0,0,0,0
8,4,1,32.0,23,3,2.0,8,24,LongMethod,4.779950001,0,0.01433985,43.01955001,12,0,28,4,86.03910002,12,0,0,0,0,0
16,4,1,56.10571634,28,0,2.461538462,13,36,LongMethod,13.41526266,0,0.032699703,98.09910819,17,0,37,8,241.4747279,24,0,0,0,0,0
9,4,1,32.0,14,0,2.25,8,14,LongMethod,6.273684376,0,0.016729825,50.18947501,12,0,15,5,112.9263188,14,0,0,0,0,0
22,5,3,75.60964047,26,3,3.4375,16,33,LongMethod,27.68075042,0,0.048315492,144.946475,21,0,39,11,498.2535076,33,0,0,0,0,0
1,1,3,0.0,11,0,0.5,1,10,LongMethod,0.055555556,0,0.000666667,2.0,2,0,13,1,1.0,2,0,0,0,0,0
19,7,1,83.65148445,21,0,4.15625,16,20,LongMethod,30.29058761,3,0.043727766,131.1832967,23,3,24,10,545.230577,29,0,0,0,0,0
2,1,1,2.0,11,0,0.5,2,11,LongMethod,0.132080208,1,0.001584963,4.754887502,3,1,13,1,2.377443751,3,0,0,0,0,0
2,1,4,2.0,9,0,0.5,2,9,LongMethod,0.132080208,9,0.001584963,4.754887502,3,9,22,1,2.377443751,3,0,0,0,0,0
2,1,1,2.0,9,0,0.5,2,9,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,10,1,2.377443751,3,0,0,0,0,0
2,1,1,2.0,9,0,0.5,2,14,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,15,1,2.377443751,3,0,0,0,0,0
2,1,1,2.0,9,0,0.5,2,10,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,11,1,2.377443751,3,0,0,0,0,0
2,1,1,2.0,10,0,0.5,2,16,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,17,1,2.377443751,3,0,0,0,0,0
5,3,1,16.36452798,2,0,1.5,5,2,LongMethod,2.0,3,0.008,24.0,8,3,6,3,36.0,8,0,0,0,0,0
5,3,1,16.36452798,6,0,1.5,5,6,LongMethod,2.0,0,0.008,24.0,8,0,7,3,36.0,8,0,0,0,0,0
6,2,1,17.509775,6,0,1.0,6,6,LongMethod,1.666666667,0,0.01,30.0,8,0,7,4,30.0,10,0,0,0,0,0
3,2,1,6.754887502,4,0,1.0,3,4,LongMethod,0.644980026,0,0.00386988,11.60964047,5,0,5,2,11.60964047,5,0,0,0,0,0
6,3,2,20.26466251,2,0,1.5,6,2,LongMethod,2.377443751,2,0.009509775,28.52932501,9,2,6,3,42.79398752,9,0,0,0,0,0
4,2,1,10.0,4,0,1.0,4,4,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,5,2,15.509775,6,0,0,0,0,0
5,2,1,13.60964047,10,0,1.0,5,10,LongMethod,1.247713299,0,0.00748628,22.45883938,7,0,11,3,22.45883938,8,0,0,0,0,0
14,2,1,55.30296891,16,0,1.0,14,16,LongMethod,4.666666667,0,0.028,84.0,16,0,17,7,84.0,21,0,0,0,0,0
2,1,2,2.0,2,0,0.5,2,2,LongMethod,0.132080208,2,0.001584963,4.754887502,3,2,6,1,2.377443751,3,0,0,0,0,0
2,1,2,2.0,4,0,0.5,2,11,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,13,1,2.377443751,3,0,0,0,0,0
1,1,1,0.0,9,0,0.5,1,9,LongMethod,0.055555556,0,0.000666667,2.0,2,0,10,1,1.0,2,0,0,0,0,0
6,1,1,15.509775,6,0,0.5,6,6,LongMethod,0.701838731,0,0.008422065,25.2661943,7,0,7,3,12.63309715,9,0,0,0,0,0
5,3,1,12.7548875,11,0,1.875,4,11,LongMethod,2.339462435,0,0.00748628,22.45883938,7,0,12,3,42.11032383,8,0,0,0,0,0
32,8,1,164.8814489,30,0,4.413793103,29,25,LongMethod,63.87069261,0,0.086824223,260.4726683,37,0,26,18,1149.672467,50,0,0,0,0,0
11,4,2,46.05374781,32,0,2.0,11,31,LongMethod,7.379682236,2,0.022139047,66.41714013,15,2,35,6,132.8342803,17,0,0,0,0,0
8,2,1,17.509775,14,0,1.333333333,6,12,LongMethod,2.666666667,0,0.012,36.0,8,0,13,4,48.0,12,0,0,0,0,0
14,4,1,36.52932501,14,0,3.111111111,9,13,LongMethod,13.43122564,0,0.025903078,77.70923408,13,0,14,7,241.7620616,21,0,0,0,0,0
4,2,1,10.0,7,0,1.0,4,7,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,8,2,15.509775,6,0,0,0,0,0
2,1,1,2.0,5,0,0.5,2,4,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,5,1,2.377443751,3,0,0,0,0,0
14,5,1,49.66338828,17,0,3.181818182,11,17,LongMethod,14.84848485,0,0.028,84.0,16,0,18,7,267.2727273,21,0,0,0,0,0
10,4,1,36.52932501,27,0,2.222222222,9,27,LongMethod,6.852666145,0,0.018502199,55.50659577,13,0,28,5,123.3479906,15,0,0,0,0,0
33,5,2,127.7060452,40,3,3.3,25,41,LongMethod,44.97983046,1,0.08178151,245.3445298,30,0,46,17,809.6369483,50,0,0,0,0,0
19,4,1,66.60335893,24,0,2.533333333,15,24,LongMethod,17.33783748,1,0.041063299,123.1898979,19,1,26,10,312.0810747,29,0,0,0,0,0
9,3,1,33.28421252,11,0,1.5,9,14,LongMethod,4.182456251,0,0.016729825,50.18947501,12,0,15,5,75.28421252,14,0,0,0,0,0
20,6,2,90.56842503,31,0,3.333333333,18,25,LongMethod,27.17014815,0,0.048906267,146.7188,24,0,27,12,489.0626667,32,0,0,0,0,0
14,2,1,50.10571634,23,3,1.076923077,13,24,LongMethod,4.908657415,1,0.027348234,82.04470251,15,1,29,7,88.35583347,21,0,0,0,0,0
14,5,1,64.91260938,19,0,2.5,14,18,LongMethod,12.38978858,1,0.029735493,89.20647778,19,0,19,7,223.0161945,21,0,0,0,0,0
8,1,3,19.65148445,8,0,0.571428571,7,8,LongMethod,1.142857143,1,0.012,36.0,8,1,12,4,20.57142857,12,0,0,0,0,0
4,2,1,10.0,20,0,1.0,4,20,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,21,2,15.509775,6,0,0,0,0,0
4,2,3,6.754887502,29,0,1.333333333,3,33,LongMethod,1.203962716,3,0.005417832,16.25349666,5,3,39,3,21.67132889,7,0,0,0,0,0
2,1,0,2.0,9,0,0.5,2,7,LongMethod,0.176106945,0,0.002113283,6.339850003,3,0,7,2,3.169925001,4,0,0,0,0,0
4,2,1,10.0,5,0,1.0,4,5,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,6,2,15.509775,6,0,0,0,0,0
4,2,1,10.0,5,0,1.0,4,6,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,7,2,15.509775,6,0,0,0,0,0
9,4,1,27.65148445,15,0,2.571428571,7,11,LongMethod,6.918863237,0,0.016144014,48.43204266,11,0,12,5,124.5395383,14,0,0,0,0,0
20,7,2,94.71013448,20,0,3.888888889,18,19,LongMethod,31.10237016,4,0.047986514,143.9595419,25,4,25,11,559.8426629,31,0,0,0,0,0
18,3,0,33.28421252,16,0,3.0,9,11,LongMethod,16.13233125,0,0.032264663,96.79398752,12,0,11,9,290.3819626,27,0,0,0,0,0
46,8,0,152.3819626,21,0,6.814814815,27,20,LongMethod,137.8785048,0,0.121393031,364.1790942,35,0,20,25,2481.813086,71,0,0,0,0,0
30,8,2,88.0,34,0,7.5,16,32,LongMethod,87.87844793,0,0.070302758,210.908275,24,0,34,16,1581.812063,46,0,0,0,0,0
4,1,1,8.0,8,0,0.5,4,8,LongMethod,0.386988016,0,0.004643856,13.93156857,5,0,9,2,6.965784285,6,0,0,0,0,0
7,4,0,23.509775,31,0,2.333333333,6,25,LongMethod,4.736823395,1,0.012180403,36.54120904,10,1,26,4,85.2628211,11,0,0,0,0,0
23,8,0,93.4868683,11,0,5.411764706,17,10,LongMethod,48.866722,0,0.054178322,162.5349666,25,0,10,12,879.6009959,35,0,0,0,0,0
32,5,0,86.6682905,25,0,4.444444444,18,16,LongMethod,53.61258615,0,0.072376991,217.1309739,23,0,16,16,965.0265506,48,0,0,0,0,0
30,5,1,121.6487405,23,0,3.125,24,21,LongMethod,38.796376,0,0.074489042,223.4671258,29,0,22,16,698.334768,46,0,0,0,0,0
8,3,1,24.40637196,12,0,1.714285714,7,12,LongMethod,4.112863356,0,0.014395022,43.18506523,10,0,13,5,74.0315404,13,0,0,0,0,0
2,1,2,2.0,4,0,0.5,2,4,LongMethod,0.132080208,1,0.001584963,4.754887502,3,1,7,1,2.377443751,3,0,0,0,0,0
4,1,1,4.754887502,7,0,0.666666667,3,7,LongMethod,0.444444444,0,0.004,12.0,4,0,8,2,8.0,6,0,0,0,0,0
14,5,2,59.71535681,23,0,2.692307692,13,24,LongMethod,13.72154808,1,0.03057945,91.73835003,18,1,27,8,246.9878655,22,0,0,0,0,0
21,7,4,94.71013448,30,0,4.083333333,18,30,LongMethod,33.71095604,0,0.049534466,148.6033981,25,0,34,11,606.7972088,32,0,0,0,0,0
18,4,1,77.4868683,32,0,2.117647059,17,31,LongMethod,13.95206711,3,0.039530857,118.5925704,21,2,34,9,251.1372079,27,0,0,0,0,0
19,5,1,81.09650878,36,0,2.794117647,17,32,LongMethod,20.07472894,0,0.043107839,129.3235169,22,0,33,10,361.3451209,29,0,0,0,0,0
31,8,2,164.8814489,29,0,4.275862069,29,28,LongMethod,58.16224945,0,0.081614769,244.8443082,37,0,30,16,1046.92049,47,0,0,0,0,0
10,5,1,44.82892142,16,0,2.5,10,16,LongMethod,8.139355408,0,0.019534453,58.60335893,15,0,17,5,146.5083973,15,0,0,0,0,0
4,2,1,10.0,6,0,1.0,4,6,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,7,2,15.509775,6,0,0,0,0,0
19,6,2,79.509775,16,0,3.5625,16,17,LongMethod,25.59527939,0,0.043107839,129.3235169,22,0,19,10,460.7150291,29,0,0,0,0,0
6,2,1,17.509775,17,2,1.0,6,16,LongMethod,1.666666667,0,0.01,30.0,8,0,19,4,30.0,10,0,0,0,0,0
7,3,1,24.40637196,9,0,1.5,7,8,LongMethod,3.045100754,1,0.012180403,36.54120904,10,1,10,4,54.81181357,11,0,0,0,0,0
23,3,1,63.35824644,13,0,2.3,15,8,LongMethod,18.64883126,1,0.048649125,145.9473751,18,1,10,12,335.6789626,35,0,0,0,0,0
11,3,1,20.26466251,14,0,2.75,6,12,LongMethod,8.232999657,2,0.017962908,53.88872502,9,2,15,6,148.1939938,17,0,0,0,0,0
2,1,2,2.0,5,0,0.5,2,5,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,7,1,2.377443751,3,0,0,0,0,0
2,1,1,2.0,10,0,0.5,2,12,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,13,1,2.377443751,3,0,0,0,0,0
44,8,1,184.0,35,0,5.5,32,32,LongMethod,108.9516946,1,0.118856394,356.5691824,40,0,33,23,1961.130503,67,0,0,0,0,0
18,3,2,63.35824644,29,0,1.8,15,29,LongMethod,11.2587975,0,0.037529325,112.587975,18,0,31,9,202.6583551,27,0,0,0,0,0
33,6,1,156.3912239,43,0,3.413793103,29,38,LongMethod,49.6125478,2,0.087197811,261.5934339,35,1,40,18,893.0258604,51,0,0,0,0,0
6,2,1,17.509775,8,0,1.0,6,8,LongMethod,1.5,0,0.009,27.0,8,0,9,3,27.0,9,0,0,0,0,0
32,5,1,139.991603,22,0,2.962962963,27,18,LongMethod,41.15226337,0,0.083333333,250.0,32,0,19,18,740.7407407,50,0,0,0,0,0
2,1,1,2.0,11,0,0.5,2,11,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,12,1,2.377443751,3,0,0,0,0,0
21,5,1,86.6682905,37,0,2.916666667,18,36,LongMethod,23.45550644,0,0.048251328,144.7539826,23,0,37,11,422.1991159,32,0,0,0,0,0
22,4,1,83.05865003,30,0,2.444444444,18,30,LongMethod,19.98486022,0,0.049053748,147.1612434,22,0,31,11,359.7274839,33,0,0,0,0,0
28,7,3,141.8629171,38,3,3.769230769,26,36,LongMethod,44.36479956,1,0.070621518,211.864553,33,1,43,14,798.5663921,42,0,0,0,0,0
6,1,1,15.509775,14,3,0.5,6,11,LongMethod,0.701838731,0,0.008422065,25.2661943,7,0,15,3,12.63309715,9,0,0,0,0,0
5,3,5,16.36452798,15,0,1.5,5,44,LongMethod,2.0,0,0.008,24.0,8,0,49,3,36.0,8,0,0,0,0,0
22,4,1,88.71062276,29,0,2.315789474,19,29,LongMethod,19.20529813,0,0.049759182,149.2775445,23,0,30,11,345.6953663,33,0,0,0,0,0
6,2,3,17.509775,20,3,1.0,6,25,LongMethod,1.5,0,0.009,27.0,8,0,31,3,27.0,9,0,0,0,0,0
3,2,4,6.754887502,10,3,1.0,3,16,LongMethod,0.644980026,1,0.00386988,11.60964047,5,1,24,2,11.60964047,5,0,0,0,0,0
2,1,1,2.0,6,0,0.5,2,10,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,11,1,2.377443751,3,0,0,0,0,0
2,1,2,2.0,4,0,0.5,2,4,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,6,1,2.377443751,3,0,0,0,0,0
2,1,1,2.0,12,0,0.5,2,12,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,13,1,2.377443751,3,0,0,0,0,0
4,2,1,6.754887502,8,0,1.333333333,3,8,LongMethod,1.031968042,0,0.004643856,13.93156857,5,0,9,2,18.57542476,6,0,0,0,0,0
9,5,1,40.13896549,8,0,2.5,9,8,LongMethod,7.403190126,1,0.017767656,53.30296891,14,1,10,5,133.2574223,14,0,0,0,0,0
2,1,5,2.0,13,3,0.5,2,14,LongMethod,0.132080208,3,0.001584963,4.754887502,3,3,25,1,2.377443751,3,0,0,0,0,0
22,7,9,67.75720079,30,0,5.923076923,13,31,LongMethod,49.7760522,6,0.050422494,151.2674833,20,6,46,13,895.9689397,35,0,0,0,0,0
4,2,14,6.754887502,6,62,1.333333333,3,5,LongMethod,1.031968042,0,0.004643856,13.93156857,5,0,81,2,18.57542476,6,0,0,0,0,0
8,4,14,27.65148445,6,64,2.285714286,7,6,LongMethod,5.271514847,0,0.013837726,41.51317942,11,0,84,4,94.88726725,12,0,0,0,0,0
8,3,12,24.40637196,6,56,1.714285714,7,5,LongMethod,3.796489251,0,0.013287712,39.86313714,10,0,73,4,68.33680652,12,0,0,0,0,0
4,2,9,6.754887502,6,40,1.333333333,3,5,LongMethod,1.031968042,0,0.004643856,13.93156857,5,0,54,2,18.57542476,6,0,0,0,0,0
17,6,2,68.81274391,17,0,3.642857143,14,17,LongMethod,23.61624995,0,0.038897353,116.6920586,20,0,19,10,425.092499,27,0,0,0,0,0
4,2,12,4.0,8,68,2.0,2,7,LongMethod,1.555555556,0,0.004666667,14.0,4,0,87,3,28.0,7,0,0,0,0,0
4,2,12,4.0,8,70,2.0,2,7,LongMethod,1.555555556,0,0.004666667,14.0,4,0,89,3,28.0,7,0,0,0,0,0
6,3,10,20.26466251,15,35,1.5,6,14,LongMethod,2.377443751,0,0.009509775,28.52932501,9,0,59,3,42.79398752,9,0,0,0,0,0
8,4,7,27.65148445,15,28,2.285714286,7,14,LongMethod,5.271514847,0,0.013837726,41.51317942,11,0,49,4,94.88726725,12,0,0,0,0,0
16,7,9,57.70523226,14,28,5.090909091,11,11,LongMethod,29.48431819,1,0.034749375,104.248125,18,1,49,9,530.7177275,25,0,0,0,0,0
2,1,5,2.0,9,0,0.5,2,11,LongMethod,0.132080208,1,0.001584963,4.754887502,3,1,17,1,2.377443751,3,0,0,0,0,0
12,3,2,47.77443751,5,0,1.5,12,5,LongMethod,6.18591011,0,0.02474364,74.23092132,15,0,7,7,111.346382,19,0,0,0,0,0
8,4,7,27.65148445,12,25,2.285714286,7,12,LongMethod,5.710807751,0,0.01499087,44.97261104,11,0,44,5,102.7945395,13,0,0,0,0,0
8,3,6,20.26466251,9,18,2.0,6,11,LongMethod,4.226566669,0,0.0126797,38.03910002,9,0,35,4,76.07820003,12,0,0,0,0,0
6,2,8,10.0,8,15,1.5,4,10,LongMethod,1.938721876,1,0.007754888,23.26466251,6,1,34,3,34.89699376,9,0,0,0,0,0
8,3,8,20.26466251,8,16,2.0,6,10,LongMethod,4.226566669,1,0.0126797,38.03910002,9,1,35,4,76.07820003,12,0,0,0,0,0
16,6,13,48.72905595,14,19,4.8,10,17,LongMethod,25.6,7,0.032,96.0,16,7,56,8,460.8,24,0,0,0,0,0
17,7,13,57.70523226,14,19,5.409090909,11,17,LongMethod,32.5801716,7,0.03613935,108.41805,18,7,56,9,586.4430888,26,0,0,0,0,0
12,4,12,32.0,13,20,3.0,8,15,LongMethod,10.7548875,6,0.021509775,64.52932501,12,6,53,6,193.587975,18,0,0,0,0,0
19,6,12,53.56352281,17,19,5.181818182,11,20,LongMethod,34.1241216,6,0.039512141,118.5364224,17,6,57,10,614.2341888,29,0,0,0,0,0
12,4,12,32.0,14,19,3.0,8,16,LongMethod,10.7548875,6,0.021509775,64.52932501,12,6,53,6,193.587975,18,0,0,0,0,0
19,6,12,53.56352281,18,19,5.181818182,11,21,LongMethod,34.1241216,6,0.039512141,118.5364224,17,6,58,10,614.2341888,29,0,0,0,0,0
47,8,18,146.2114327,27,26,7.230769231,26,32,LongMethod,147.1450791,10,0.122099108,366.2973246,34,10,86,25,2648.611424,72,0,0,0,0,0
42,8,17,134.0391,27,26,7.0,24,32,LongMethod,124.4444444,10,0.106666667,320.0,32,10,85,22,2240.0,64,0,0,0,0,0
18,4,15,51.01955001,16,23,3.0,12,18,LongMethod,18.0,9,0.036,108.0,16,9,65,9,324.0,27,0,0,0,0,0
33,7,6,154.2574223,20,28,4.125,28,25,LongMethod,56.42211319,0,0.082068528,246.2055848,35,0,59,15,1015.598037,48,0,0,0,0,0
9,4,12,32.0,13,33,2.25,8,11,LongMethod,6.273684376,2,0.016729825,50.18947501,12,2,58,5,112.9263188,14,0,0,0,0,0
27,7,15,106.0900464,39,67,4.725,20,37,LongMethod,52.42263471,0,0.066568425,199.7052751,27,0,119,15,943.6074248,42,0,0,0,0,0
27,7,16,94.71013448,9,65,5.25,18,9,LongMethod,55.53278027,0,0.063466035,190.3981038,25,0,90,14,999.5900448,41,0,0,0,0,0
27,7,16,94.71013448,9,67,5.25,18,9,LongMethod,55.53278027,0,0.063466035,190.3981038,25,0,92,14,999.5900448,41,0,0,0,0,0
41,5,14,133.8210731,18,37,3.942307692,26,17,LongMethod,68.35838178,0,0.104038123,312.1143676,31,0,68,22,1230.450872,63,0,0,0,0,0
12,4,15,27.65148445,12,68,3.428571429,7,12,LongMethod,11.86090841,0,0.02075659,62.26976914,11,0,95,6,213.4963513,18,0,0,0,0,0
2,1,1,2.0,3,6,0.5,2,2,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,9,1,2.377443751,3,0,0,0,0,0
2,1,4,2.0,4,21,0.5,2,3,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,28,1,2.377443751,3,0,0,0,0,0
27,7,19,94.71013448,9,68,5.25,18,8,LongMethod,55.53278027,4,0.063466035,190.3981038,25,4,99,14,999.5900448,41,0,0,0,0,0
74,5,1,251.8246317,4,0,4.204545455,44,6,LongMethod,145.578367,7,0.207744264,623.2327927,49,7,14,37,2620.410606,111,0,0,0,0,0
16,5,7,54.62919048,17,36,3.333333333,12,16,LongMethod,18.92343908,1,0.03406219,102.186571,17,1,60,9,340.6219034,25,0,0,0,0,0
13,6,12,44.03910002,11,49,4.333333333,9,9,LongMethod,18.81095472,2,0.026045937,78.13781191,15,2,72,7,338.597185,20,0,0,0,0,0
6,3,9,20.26466251,4,33,1.5,6,3,LongMethod,2.377443751,0,0.009509775,28.52932501,9,0,45,3,42.79398752,9,0,0,0,0,0
22,7,17,83.65148445,27,64,4.8125,16,31,LongMethod,41.12043473,2,0.051267036,153.8011065,23,2,114,12,740.1678251,34,0,0,0,0,0
5,3,12,16.36452798,6,50,1.5,5,6,LongMethod,2.0,0,0.008,24.0,8,0,68,3,36.0,8,0,0,0,0,0
22,9,19,87.13268395,32,65,6.6,15,33,LongMethod,58.84035209,4,0.053491229,160.4736875,24,3,120,13,1059.126338,35,0,0,0,0,0
12,4,18,36.52932501,36,31,2.666666667,9,39,LongMethod,10.96426583,14,0.024669598,74.00879436,13,14,102,8,197.356785,20,0,0,0,0,0
4,2,8,10.0,16,36,1.0,4,15,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,59,2,15.509775,6,0,0,0,0,0
15,6,19,53.56352281,16,71,4.090909091,11,13,LongMethod,22.29525186,6,0.032699703,98.09910819,17,6,109,9,401.3145335,24,0,0,0,0,0
14,7,12,35.16125946,28,3,8.166666667,6,27,LongMethod,35.25696731,4,0.025903078,77.70923408,13,4,46,7,634.6254117,21,0,0,0,0,0
2,1,4,2.0,11,17,0.5,2,10,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,31,1,2.377443751,3,0,0,0,0,0
2,1,4,2.0,10,18,0.5,2,9,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,31,1,2.377443751,3,0,0,0,0,0
2,1,4,2.0,14,9,0.5,2,13,LongMethod,0.132080208,0,0.001584963,4.754887502,3,0,26,1,2.377443751,3,0,0,0,0,0
4,2,3,10.0,15,9,1.0,4,14,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,26,2,15.509775,6,0,0,0,0,0
8,2,6,21.65148445,21,21,1.142857143,7,20,LongMethod,2.415180953,0,0.0126797,38.03910002,9,0,47,4,43.47325716,12,0,0,0,0,0
7,3,3,24.40637196,11,3,1.5,7,11,LongMethod,3.045100754,0,0.012180403,36.54120904,10,0,17,4,54.81181357,11,0,0,0,0,0
1,1,2,0.0,12,4,0.5,1,11,LongMethod,0.055555556,0,0.000666667,2.0,2,0,17,1,1.0,2,0,0,0,0,0
4,2,2,10.0,9,4,1.0,4,8,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,14,2,15.509775,6,0,0,0,0,0
3,2,8,6.754887502,26,31,1.0,3,25,LongMethod,0.644980026,0,0.00386988,11.60964047,5,0,64,2,11.60964047,5,0,0,0,0,0
15,7,5,62.67103446,31,25,4.375,12,34,LongMethod,23.74709478,5,0.032567444,97.70233281,19,5,69,8,427.447706,23,0,0,0,0,0
7,3,4,16.36452798,26,22,2.1,5,22,LongMethod,4.2,6,0.012,36.0,8,6,54,5,75.6,12,0,0,0,0,0
4,2,7,10.0,6,15,1.0,4,5,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,27,2,15.509775,6,0,0,0,0,0
6,3,6,16.36452798,6,15,1.8,5,5,LongMethod,2.7,0,0.009,27.0,8,0,26,3,48.6,9,0,0,0,0,0
4,2,6,10.0,6,15,1.0,4,5,LongMethod,0.861654167,0,0.005169925,15.509775,6,0,26,2,15.509775,6,0,0,0,0,0
